조사일,조사지역명,조사지역코드,품목명,품목코드,규격,조사가격,전일조사가격
20130103,서울서부,1102,풋고추,242,100G,1200,1200
20130103,서울서부,1102,풋고추,242,100G,1000,1000
20130103,서울서부,1102,붉은고추,243,100G,1200,1200
20130103,서울서부,1102,붉은고추,243,100G,1000,1000
20130103,서울서부,1102,마늘,244,1KG,7000,7000
20130103,서울서부,1102,마늘,244,1KG,6000,6000
20130103,서울서부,1102,양파,245,1KG,1700,1700
20130103,서울서부,1102,양파,245,1KG,1600,1600
20130103,서울서부,1102,파,246,1KG,2800,2800
20130103,서울서부,1102,파,246,1KG,2500,2500
20130103,서울서부,1102,파,246,1KG,6000,6000
20130103,서울서부,1102,파,246,1KG,5000,5000
20130103,서울서부,1102,생강,247,1KG,6000,6000
20130103,서울서부,1102,생강,247,1KG,5500,5500
20130103,서울서부,1102,미나리,252,1KG,4000,4000
20130103,서울서부,1102,미나리,252,1KG,3500,3500
20130103,서울서부,1102,깻잎,253,200G,4500,4500
20130103,서울서부,1102,깻잎,253,200G,4000,4000
20130103,서울서부,1102,피망(청),255,100G,1000,1000
20130103,서울서부,1102,피망(청),255,100G,900,900
20130103,서울서부,1102,참깨,312,500G,14000,14000
20130103,서울서부,1102,참깨,312,500G,12000,12000
20130103,서울서부,1102,참깨,312,500G,3500,3500
20130103,서울서부,1102,땅콩,314,100G,1500,1500
20130103,서울서부,1102,땅콩,314,100G,600,600
20130103,서울서부,1102,감귤,415,10개,1900,1900
20130103,서울서부,1102,단감,416,10개,10000,10000
20130103,서울서부,1102,단감,416,10개,8000,8000
20130103,서울서부,1102,바나나,418,100G,160,160
20130103,서울서부,1102,바나나,418,100G,150,150
20130103,서울서부,1102,방울토마토,422,1KG,9000,9000
20130103,서울서부,1102,방울토마토,422,1KG,8000,8000
20130103,서울서부,1102,물오징어,619,1마리,2000,2000
20130103,서울서부,1102,건멸치,638,100G,1700,1700
20130103,서울서부,1102,건오징어,640,10마리,25000,25000
20130103,서울서부,1102,김,641,1속,5000,5000
20130103,서울서부,1102,건미역,642,1KG,20000,20000
20130103,서울서부,1102,굴,644,1KG,13000,13000
20130103,서울서부,1102,쇠고기,512,100G,3400,3400
20130103,서울서부,1102,쇠고기,512,100G,2400,2400
20130103,서울서부,1102,쇠고기,512,100G,5000,5000
20130103,서울서부,1102,돼지고기,514,100G,1600,1600
20130103,서울서부,1102,닭고기,515,1KG,4000,4000
20130103,서울서부,1102,계란,516,10개,1400,1400
20130103,서울서부,1102,우유,535,1L,2400,2400
20130103,서울서부,1102,고등어,611,1마리,2500,2500
20130103,서울서부,1102,고등어,611,1마리,1700,1700
20130103,서울서부,1102,고등어,611,2마리,2500,2500
20130103,서울서부,1102,명태,615,1마리,1500,1500
20130103,서울서부,1102,물오징어,619,1마리,2500,2500
20130103,서울서부,1102,쇠고기,512,100G,1700,1700
20130103,서울서부,1102,쇠고기,512,100G,1500,1500
20130103,서울서부,1102,쇠고기,512,100G,2400,2400
20130103,서울서부,1102,쇠고기,512,100G,3500,3500
20130103,서울서부,1102,쇠고기,512,100G,3300,3300
20130103,서울서부,1102,쇠고기,512,100G,1300,1300
20130103,서울서부,1102,쇠고기,512,100G,1100,1100
20130103,서울서부,1102,땅콩,314,75KG,680000,680000
20130103,서울서부,1102,쌀,111,20KG,44000,44000
20130103,서울서부,1102,쌀,111,20KG,43000,43000
20130103,서울서부,1102,찹쌀,112,40KG,105000,105000
20130103,서울서부,1102,찹쌀,112,40KG,100000,100000
20130103,서울서부,1102,콩,141,35KG,225000,225000
20130103,서울서부,1102,콩,141,35KG,215000,215000
20130103,서울서부,1102,콩,141,35KG,150000,150000
20130103,서울서부,1102,팥(적두),142,40KG,440000,440000
20130103,서울서부,1102,팥(적두),142,40KG,415000,415000
20130103,서울서부,1102,팥(적두),142,40KG,170000,170000
20130103,서울서부,1102,녹두,143,40KG,460000,460000
20130103,서울서부,1102,녹두,143,40KG,440000,440000
20130103,서울서부,1102,녹두,143,40KG,200000,192000
20130103,서울서부,1102,메밀,144,1KG,2000,2000
20130103,서울서부,1102,들깨,313,45KG,400000,400000
20130103,서울서부,1102,들깨,313,45KG,420000,420000
20130103,서울서부,1102,참깨,312,60KG,370000,370000
20130103,서울서부,1102,참깨,312,60KG,1200000,1200000
20130103,서울서부,1102,참깨,312,60KG,1150000,1150000
20130103,서울서부,1102,들깨,313,45KG,170000,170000
20130103,서울서부,1102,땅콩,314,75KG,700000,700000
20130103,서울,1104,열무,233,1.5KG,4770,5250
20130103,서울,1104,오이,223,10개,14000,13000
20130103,서울,1104,오이,223,10개,16000,15000
20130103,서울,1104,호박,224,1개,2500,2500
20130103,서울,1104,호박,224,1개,2100,2400
20130103,서울,1104,토마토,225,1KG,5660,6580
20130103,서울,1104,당근,232,1KG,8500,5300
20130103,서울,1104,풋고추,242,100G,2150,1920
20130103,서울,1104,풋고추,242,100G,2000,1860
20130103,서울,1104,풋고추,242,100G,2300,1900
20130103,서울,1104,쌀,111,20KG,46800,46800
20130103,서울,1104,찹쌀,112,1KG,6900,6900
20130103,서울,1104,콩,141,1KG,10600,10600
20130103,서울,1104,팥(적두),142,1KG,29600,29600
20130103,서울,1104,고구마,151,1KG,3000,4710
20130103,서울,1104,감자,152,1KG,6500,5700
20130103,서울,1104,배추,211,포기,3500,3500
20130103,서울,1104,양배추,212,포기,4900,4900
20130103,서울,1104,상추,214,100G,1460,1130
20130103,서울,1104,상추,214,100G,1200,1130
20130103,서울,1104,붉은고추,243,100G,2300,2300
20130103,서울,1104,마늘,244,1KG,6800,6800
20130103,서울,1104,양파,245,1KG,2530,2860
20130103,서울,1104,파,246,1KG,3720,4370
20130103,서울,1104,생강,247,1KG,13200,13200
20130103,서울,1104,미나리,252,1KG,12500,12500
20130103,서울,1104,깻잎,253,200G,5800,5800
20130103,서울,1104,바나나,418,100G,160,166
20130103,서울,1104,방울토마토,422,1KG,9000,10500
20130103,서울,1104,돼지고기,514,100G,1650,1650
20130103,서울,1104,닭고기,515,1KG,7520,6630
20130103,서울,1104,계란,516,10개,2030,2030
20130103,서울,1104,우유,535,1L,2300,2300
20130103,서울,1104,물오징어,619,1마리,1600,0
20130103,서울,1104,건멸치,638,100G,2700,2700
20130103,서울,1104,건오징어,640,10마리,31420,31420
20130103,서울,1104,피망(청),255,100G,2140,1270
20130103,서울,1104,땅콩,314,100G,2500,2500
20130103,서울,1104,팽이버섯,316,100G,350,350
20130103,서울,1104,사과,411,10개,19750,19750
20130103,서울,1104,배,412,10개,44000,45000
20130103,서울,1104,배,412,10개,32660,33750
20130103,서울,1104,포도,414,1KG,9200,10400
20130103,서울,1104,감귤,415,10개,2530,2530
20130103,서울,1104,단감,416,10개,12000,12000
20130103,서울,1104,쇠고기,512,100G,2200,2200
20130103,서울,1104,쇠고기,512,100G,3500,3700
20130103,서울,1104,쇠고기,512,100G,7900,7900
20130103,서울,1104,건미역,642,1KG,29000,29000
20130103,서울,1104,굴,644,1KG,18000,15000
20130103,서울,1104,쇠고기,512,100G,2200,2200
20130103,서울,1104,얼갈이배추,215,1.5KG,3130,3750
20130103,서울,1104,열무,233,1.5KG,7190,5750
20130103,서울,1104,팽이버섯,316,100G,310,340
20130103,서울,1104,사과,411,10개,13000,10000
20130103,서울,1104,배,412,10개,39330,39330
20130103,서울,1104,감귤,415,10개,2000,2000
20130103,서울,1104,바나나,418,100G,280,280
20130103,서울,1104,방울토마토,422,1KG,9800,9800
20130103,서울,1104,돼지고기,514,100G,1480,1480
20130103,서울,1104,닭고기,515,1KG,7580,7580
20130103,서울,1104,계란,516,10개,2070,2070
20130103,서울,1104,호박,224,1개,1580,1800
20130103,서울,1104,토마토,225,1KG,6480,7480
20130103,서울,1104,당근,232,1KG,4580,4000
20130103,서울,1104,풋고추,242,100G,1490,1320
20130103,서울,1104,풋고추,242,100G,1650,1520
20130103,서울,1104,풋고추,242,100G,1490,1260
20130103,서울,1104,붉은고추,243,100G,1000,1040
20130103,서울,1104,마늘,244,1KG,6760,6760
20130103,서울,1104,양파,245,1KG,2000,1950
20130103,서울,1104,쌀,111,20KG,45800,45800
20130103,서울,1104,찹쌀,112,1KG,4590,4590
20130103,서울,1104,콩,141,1KG,13160,9080
20130103,서울,1104,팥(적두),142,1KG,27600,27600
20130103,서울,1104,고구마,151,1KG,4500,4500
20130103,서울,1104,배추,211,포기,2780,2780
20130103,서울,1104,양배추,212,포기,3500,3500
20130103,서울,1104,시금치,213,1KG,9000,8000
20130103,서울,1104,상추,214,100G,1320,850
20130103,서울,1104,상추,214,100G,1320,850
20130103,서울,1104,오이,223,10개,7900,7900
20130103,서울,1104,오이,223,10개,12770,12770
20130103,서울,1104,호박,224,1개,1500,1800
20130103,서울,1104,파,246,1KG,4700,3820
20130103,서울,1104,파,246,1KG,13630,7440
20130103,서울,1104,생강,247,1KG,9800,10800
20130103,서울,1104,미나리,252,1KG,8380,7000
20130103,서울,1104,깻잎,253,200G,4000,4500
20130103,서울,1104,피망(청),255,100G,1000,800
20130103,서울,1104,땅콩,314,100G,2800,2800
20130103,서울,1104,느타리버섯,315,100G,770,990
20130103,서울,1104,우유,535,1L,2300,2300
20130103,서울,1104,고등어,611,1마리,2800,3980
20130103,서울,1104,고등어,611,2마리,2500,2500
20130103,서울,1104,물오징어,619,1마리,3280,3280
20130103,서울,1104,물오징어,619,1마리,2480,2480
20130103,서울,1104,건멸치,638,100G,3000,3000
20130103,서울,1104,건오징어,640,10마리,25000,25000
20130103,서울,1104,김,641,1속,7000,7000
20130103,서울,1104,쇠고기,512,100G,1980,1580
20130103,서울,1104,쇠고기,512,100G,3980,3980
20130103,서울,1104,쇠고기,512,100G,7980,7480
20130103,서울,1104,건미역,642,1KG,30000,30000
20130103,서울,1104,굴,644,1KG,12860,15000
20130103,서울,1104,쇠고기,512,100G,1580,1580
20130103,서울,1104,얼갈이배추,215,1.5KG,3120,3380
20130103,서울,1104,얼갈이배추,215,1.5KG,3710,3710
20130103,서울,1104,방울토마토,422,1KG,11970,11970
20130103,서울,1104,돼지고기,514,100G,1530,1380
20130103,서울,1104,닭고기,515,1KG,5500,5500
20130103,서울,1104,계란,516,10개,1530,1530
20130103,서울,1104,우유,535,1L,2300,2300
20130103,서울,1104,고등어,611,2마리,2500,2500
20130103,서울,1104,물오징어,619,1마리,2980,2980
20130103,서울,1104,물오징어,619,1마리,2180,2180
20130103,서울,1104,건멸치,638,100G,2160,2160
20130103,서울,1104,깻잎,253,200G,8250,6650
20130103,서울,1104,피망(청),255,100G,1640,1640
20130103,서울,1104,땅콩,314,100G,1960,2640
20130103,서울,1104,팽이버섯,316,100G,392,392
20130103,서울,1104,사과,411,10개,17600,17600
20130103,서울,1104,배,412,10개,32000,32000
20130103,서울,1104,감귤,415,10개,2980,2980
20130103,서울,1104,단감,416,10개,7000,9000
20130103,서울,1104,바나나,418,100G,200,200
20130103,서울,1104,배추,211,포기,2780,0
20130103,서울,1104,상추,214,100G,1100,1100
20130103,서울,1104,상추,214,100G,970,870
20130103,서울,1104,오이,223,10개,9900,9900
20130103,서울,1104,오이,223,10개,12400,11990
20130103,서울,1104,호박,224,1개,2150,1980
20130103,서울,1104,토마토,225,1KG,6650,6650
20130103,서울,1104,당근,232,1KG,5800,5800
20130103,서울,1104,풋고추,242,100G,1430,1320
20130103,서울,1104,쌀,111,20KG,45800,45800
20130103,서울,1104,찹쌀,112,1KG,5800,5800
20130103,서울,1104,콩,141,1KG,13200,13200
20130103,서울,1104,팥(적두),142,1KG,27800,27800
20130103,서울,1104,고구마,151,1KG,4000,4000
20130103,서울,1104,풋고추,242,100G,1700,1650
20130103,서울,1104,풋고추,242,100G,1560,1560
20130103,서울,1104,붉은고추,243,100G,1700,1450
20130103,서울,1104,마늘,244,1KG,6800,6800
20130103,서울,1104,양파,245,1KG,2370,2370
20130103,서울,1104,파,246,1KG,3540,3400
20130103,서울,1104,파,246,1KG,11600,11600
20130103,서울,1104,생강,247,1KG,8730,8730
20130103,서울,1104,쇠고기,512,100G,3500,3500
20130103,서울,1104,쇠고기,512,100G,6800,6800
20130103,서울,1104,건미역,642,1KG,22500,22500
20130103,서울,1104,건오징어,640,10마리,27350,27350
20130103,서울,1104,김,641,1속,8000,8000
20130103,서울,1104,쇠고기,512,100G,1980,980
20130103,서울,1104,쇠고기,512,100G,1450,1450
20130103,서울,1104,열무,233,1.5KG,6910,6910
20130103,서울,1104,피망(청),255,100G,1870,2340
20130103,서울,1104,땅콩,314,100G,2180,2180
20130103,서울,1104,느타리버섯,315,100G,1250,1150
20130103,서울,1104,팽이버섯,316,100G,400,400
20130103,서울,1104,사과,411,10개,18240,18240
20130103,서울,1104,배,412,10개,35000,35000
20130103,서울,1104,배,412,10개,21000,21000
20130103,서울,1104,감귤,415,10개,2530,2530
20130103,서울,1104,단감,416,10개,7800,7000
20130103,서울,1104,상추,214,100G,1120,1120
20130103,서울,1104,오이,223,10개,7500,7930
20130103,서울,1104,오이,223,10개,11200,11200
20130103,서울,1104,호박,224,1개,1880,1980
20130103,서울,1104,토마토,225,1KG,3970,3970
20130103,서울,1104,당근,232,1KG,6100,6980
20130103,서울,1104,풋고추,242,100G,1830,2100
20130103,서울,1104,풋고추,242,100G,1900,2130
20130103,서울,1104,풋고추,242,100G,1960,2200
20130103,서울,1104,쌀,111,20KG,45800,45800
20130103,서울,1104,찹쌀,112,1KG,4590,4590
20130103,서울,1104,콩,141,1KG,9310,8950
20130103,서울,1104,팥(적두),142,1KG,18750,17500
20130103,서울,1104,고구마,151,1KG,4250,5250
20130103,서울,1104,감자,152,1KG,3200,1500
20130103,서울,1104,배추,211,포기,4060,3660
20130103,서울,1104,양배추,212,포기,4950,4950
20130103,서울,1104,상추,214,100G,1120,1120
20130103,서울,1104,붉은고추,243,100G,2120,2430
20130103,서울,1104,마늘,244,1KG,6800,6800
20130103,서울,1104,양파,245,1KG,2090,2240
20130103,서울,1104,파,246,1KG,3200,3200
20130103,서울,1104,파,246,1KG,13000,11960
20130103,서울,1104,생강,247,1KG,6800,6800
20130103,서울,1104,미나리,252,1KG,6800,5660
20130103,서울,1104,깻잎,253,200G,4750,4750
20130103,서울,1104,방울토마토,422,1KG,9450,9450
20130103,서울,1104,돼지고기,514,100G,1290,1290
20130103,서울,1104,닭고기,515,1KG,6320,6320
20130103,서울,1104,계란,516,10개,1290,1290
20130103,서울,1104,우유,535,1L,2300,2300
20130103,서울,1104,고등어,611,2마리,2500,2980
20130103,서울,1104,물오징어,619,1마리,1870,1970
20130103,서울,1104,건멸치,638,100G,1690,1690
20130103,서울,1104,쇠고기,512,100G,5980,5980
20130103,서울,1104,쇠고기,512,100G,5980,5980
20130103,서울,1104,굴,644,1KG,13500,18500
20130103,서울,1104,김,641,1속,6970,6970
20130103,서울,1104,건미역,642,1KG,26300,26300
20130103,서울,1104,쇠고기,512,100G,2680,2680
20130103,서울,1104,얼갈이배추,215,1.5KG,3960,3960
20130103,서울,1104,열무,233,1.5KG,5980,5980
20130103,서울,1104,쌀,111,20KG,48900,48900
20130103,서울,1104,찹쌀,112,1KG,7900,7900
20130103,서울,1104,콩,141,1KG,13750,13750
20130103,서울,1104,피망(청),255,100G,1490,1490
20130103,서울,1104,땅콩,314,100G,880,880
20130103,서울,1104,팽이버섯,316,100G,350,350
20130103,서울,1104,사과,411,10개,17660,17660
20130103,서울,1104,배,412,10개,32250,32250
20130103,서울,1104,포도,414,1KG,9110,9110
20130103,서울,1104,감귤,415,10개,2630,2630
20130103,서울,1104,바나나,418,100G,160,120
20130103,서울,1104,방울토마토,422,1KG,11980,11980
20130103,서울,1104,당근,232,1KG,6290,6290
20130103,서울,1104,풋고추,242,100G,1760,1760
20130103,서울,1104,풋고추,242,100G,1990,1990
20130103,서울,1104,풋고추,242,100G,2150,2150
20130103,서울,1104,붉은고추,243,100G,1850,1850
20130103,서울,1104,양파,245,1KG,2520,2520
20130103,서울,1104,파,246,1KG,4150,4150
20130103,서울,1104,생강,247,1KG,9900,9900
20130103,서울,1104,깻잎,253,200G,4780,4780
20130103,서울,1104,팥(적두),142,1KG,24750,24750
20130103,서울,1104,고구마,151,1KG,4990,4990
20130103,서울,1104,감자,152,1KG,4290,4290
20130103,서울,1104,배추,211,포기,3490,3490
20130103,서울,1104,오이,223,10개,11450,11450
20130103,서울,1104,오이,223,10개,14950,14950
20130103,서울,1104,오이,223,10개,11950,11950
20130103,서울,1104,호박,224,1개,1990,1990
20130103,서울,1104,토마토,225,1KG,6990,6990
20130103,서울,1104,돼지고기,514,100G,1590,1590
20130103,서울,1104,닭고기,515,1KG,6290,6290
20130103,서울,1104,계란,516,10개,1930,1930
20130103,서울,1104,우유,535,1L,2350,2350
20130103,서울,1104,고등어,611,2마리,1990,1990
20130103,서울,1104,물오징어,619,1마리,2480,2490
20130103,서울,1104,물오징어,619,1마리,1790,1790
20130103,서울,1104,건멸치,638,100G,3830,3830
20130103,서울,1104,쇠고기,512,100G,1790,1790
20130103,서울,1104,쇠고기,512,100G,3100,3100
20130103,서울,1104,굴,644,1KG,19900,19900
20130103,서울,1104,김,641,1속,7950,7950
20130103,서울,1104,건미역,642,1KG,25900,25900
20130103,서울,1104,쇠고기,512,100G,1590,1590
20130103,서울,1104,얼갈이배추,215,1.5KG,5480,5180
20130104,서울동부,1101,계란,516,10개,1060,1060
20130104,서울동부,1101,닭고기,515,1KG,1400,1400
20130104,서울서부,1102,계란,516,10개,1160,1160
20130104,서울서부,1102,닭고기,515,1KG,3400,3400
20130104,서울서부,1102,열무,233,1.5KG,3500,3000
20130104,서울서부,1102,열무,233,1.5KG,4000,3500
20130104,서울서부,1102,얼갈이배추,215,1.5KG,2500,2500
20130104,서울서부,1102,건멸치,638,2KG,16000,16000
20130104,서울서부,1102,물오징어,619,1KG,4000,4000
20130104,서울서부,1102,바나나,418,1KG,1400,1400
20130104,서울서부,1102,참다래,419,10KG,30000,30000
20130104,서울서부,1102,참다래,419,10KG,23000,23000
20130104,서울서부,1102,참다래,419,10KG,42000,42000
20130104,서울서부,1102,참다래,419,10KG,39000,39000
20130104,서울서부,1102,방울토마토,422,5KG,31000,31000
20130104,서울서부,1102,방울토마토,422,5KG,27000,27000
20130104,서울서부,1102,고등어,611,1KG,4000,3700
20130104,서울서부,1102,고등어,611,1KG,3200,3200
20130104,서울서부,1102,배,412,15KG,65000,65000
20130104,서울서부,1102,배,412,15KG,55000,55000
20130104,서울서부,1102,포도,414,8KG,42000,45000
20130104,서울서부,1102,포도,414,8KG,35000,38000
20130104,서울서부,1102,감귤,415,10KG,15000,15000
20130104,서울서부,1102,감귤,415,10KG,13000,13000
20130104,서울서부,1102,단감,416,15KG,37000,35000
20130104,서울서부,1102,단감,416,15KG,32000,30000
20130104,서울서부,1102,바나나,418,1KG,1500,1500
20130104,서울서부,1102,고구마,151,10KG,25000,25000
20130104,서울서부,1102,고구마,151,10KG,20000,20000
20130104,서울서부,1102,감자,152,20KG,29000,28000
20130104,서울서부,1102,감자,152,20KG,24000,23000
20130104,서울서부,1102,배추,211,1KG,1200,1200
20130104,서울서부,1102,배추,211,1KG,1100,1100
20130104,서울서부,1102,배추,211,1KG,1200,1200
20130104,서울서부,1102,배추,211,1KG,1100,1100
20130104,서울서부,1102,양배추,212,10KG,16000,18000
20130104,서울서부,1102,양배추,212,10KG,13000,15000
20130104,서울서부,1102,시금치,213,4KG,15000,15000
20130104,서울서부,1102,시금치,213,4KG,13000,13000
20130104,서울서부,1102,상추,214,4KG,33000,28000
20130104,서울서부,1102,상추,214,4KG,30000,25000
20130104,서울서부,1102,상추,214,4KG,30000,25000
20130104,서울서부,1102,상추,214,4KG,26000,22000
20130104,서울서부,1102,수박,221,1개,16000,16000
20130104,서울서부,1102,수박,221,1개,14000,14000
20130104,서울서부,1102,오이,223,15KG,50000,50000
20130104,서울서부,1102,오이,223,15KG,45000,45000
20130104,서울서부,1102,오이,223,20KG,75000,75000
20130104,서울서부,1102,오이,223,20KG,70000,70000
20130104,서울서부,1102,호박,224,8KG,28000,28000
20130104,서울서부,1102,호박,224,8KG,26000,26000
20130104,서울서부,1102,호박,224,10KG,17000,18000
20130104,서울서부,1102,호박,224,10KG,15000,16000
20130104,서울서부,1102,토마토,225,10KG,30000,30000
20130104,서울서부,1102,토마토,225,10KG,26000,26000
20130104,서울서부,1102,무,231,1KG,800,800
20130104,서울서부,1102,무,231,1KG,700,700
20130104,서울서부,1102,당근,232,20KG,90000,85000
20130104,서울서부,1102,당근,232,20KG,85000,80000
20130104,서울서부,1102,건고추,241,60KG,900000,900000
20130104,서울서부,1102,건고추,241,60KG,800000,800000
20130104,서울서부,1102,건고추,241,60KG,1200000,1200000
20130104,서울서부,1102,건고추,241,60KG,1100000,1100000
20130104,서울서부,1102,풋고추,242,10KG,75000,80000
20130104,서울서부,1102,풋고추,242,10KG,70000,75000
20130104,서울서부,1102,풋고추,242,4KG,32000,37000
20130104,서울서부,1102,풋고추,242,4KG,28000,33000
20130104,서울서부,1102,풋고추,242,10KG,95000,95000
20130104,서울서부,1102,풋고추,242,10KG,92000,92000
20130104,서울서부,1102,붉은고추,243,10KG,75000,75000
20130104,서울서부,1102,붉은고추,243,10KG,70000,70000
20130104,서울서부,1102,파,246,1KG,2300,1800
20130104,서울서부,1102,파,246,1KG,6500,6500
20130104,서울서부,1102,파,246,1KG,6000,6000
20130104,서울서부,1102,생강,247,20KG,97000,97000
20130104,서울서부,1102,생강,247,20KG,90000,90000
20130104,서울서부,1102,생강,247,20KG,2800,2800
20130104,서울서부,1102,미나리,252,20KG,80000,80000
20130104,서울서부,1102,미나리,252,20KG,72000,72000
20130104,서울서부,1102,깻잎,253,2KG,30000,30000
20130104,서울서부,1102,마늘,244,20KG,110000,100000
20130104,서울서부,1102,마늘,244,20KG,90000,80000
20130104,서울서부,1102,마늘,244,20KG,70000,80000
20130104,서울서부,1102,마늘,244,20KG,60000,70000
20130104,서울서부,1102,양파,245,1KG,1400,1400
20130104,서울서부,1102,양파,245,1KG,1300,1300
20130104,서울서부,1102,파,246,1KG,2700,2200
20130104,서울서부,1102,피망(청),255,10KG,73000,80000
20130104,서울서부,1102,피망(청),255,10KG,68000,75000
20130104,서울서부,1102,느타리버섯,315,2KG,12000,14000
20130104,서울서부,1102,느타리버섯,315,2KG,10000,12000
20130104,서울서부,1102,팽이버섯,316,5KG,12000,13000
20130104,서울서부,1102,팽이버섯,316,5KG,10000,11000
20130104,서울서부,1102,사과,411,15KG,70000,70000
20130104,서울서부,1102,사과,411,15KG,60000,60000
20130104,서울서부,1102,깻잎,253,2KG,32000,32000
20130104,서울서부,1102,갈치,613,1KG,20000,19000
20130104,서울서부,1102,갈치,613,1KG,11000,11000
20130104,서울서부,1102,명태,615,1KG,1700,1700
20130104,서울서부,1102,물오징어,619,1KG,4800,4800
20130104,서울서부,1102,얼갈이배추,215,1.5KG,2000,2000
20130104,서울서부,1102,열무,233,1.5KG,2500,2500
20130104,서울서부,1102,쇠고기,512,100G,1330,1330
20130104,서울서부,1102,쌀,111,20KG,45000,45000
20130104,서울서부,1102,찹쌀,112,1KG,3060,3060
20130104,서울서부,1102,콩,141,1KG,7000,7000
20130104,서울서부,1102,콩,141,1KG,6160,6160
20130104,서울서부,1102,팥(적두),142,1KG,13100,13100
20130104,서울서부,1102,팥(적두),142,1KG,11600,11600
20130104,서울서부,1102,녹두,143,1KG,16000,16000
20130104,서울서부,1102,녹두,143,1KG,15000,15000
20130104,서울서부,1102,고구마,151,1KG,4000,4000
20130104,서울서부,1102,고구마,151,1KG,3000,3000
20130104,서울서부,1102,감자,152,1KG,2500,2500
20130104,서울서부,1102,감자,152,1KG,2000,2000
20130104,서울서부,1102,배추,211,포기,5000,5000
20130104,서울서부,1102,배추,211,포기,4500,4500
20130104,서울서부,1102,양배추,212,포기,6000,5000
20130104,서울서부,1102,양배추,212,포기,5000,4000
20130104,서울서부,1102,시금치,213,1KG,6000,6000
20130104,서울서부,1102,시금치,213,1KG,5000,5000
20130104,서울서부,1102,상추,214,100G,1080,1000
20130104,서울서부,1102,상추,214,100G,830,750
20130104,서울서부,1102,상추,214,100G,1000,1000
20130104,서울서부,1102,상추,214,100G,750,750
20130104,서울서부,1102,수박,221,1개,18000,18000
20130104,서울서부,1102,수박,221,1개,15000,15000
20130104,서울서부,1102,오이,223,10개,6600,6600
20130104,서울서부,1102,오이,223,10개,6000,6000
20130104,서울서부,1102,오이,223,10개,8000,8000
20130104,서울서부,1102,오이,223,10개,6000,6000
20130104,서울서부,1102,호박,224,1개,1800,1800
20130104,서울서부,1102,호박,224,1개,1500,1500
20130104,서울서부,1102,호박,224,1개,1700,1700
20130104,서울서부,1102,호박,224,1개,1500,1500
20130104,서울서부,1102,토마토,225,1KG,6660,6000
20130104,서울서부,1102,토마토,225,1KG,5660,5000
20130104,서울서부,1102,무,231,1개,2000,2000
20130104,서울서부,1102,무,231,1개,1500,1500
20130104,서울서부,1102,당근,232,1KG,4000,4000
20130104,서울서부,1102,당근,232,1KG,3500,3500
20130104,서울서부,1102,건고추,241,600G,14000,14000
20130104,서울서부,1102,건고추,241,600G,13000,13000
20130104,서울서부,1102,건고추,241,600G,18000,18000
20130104,서울서부,1102,건고추,241,600G,16000,16000
20130104,서울서부,1102,풋고추,242,100G,1000,1000
20130104,서울서부,1102,풋고추,242,100G,870,870
20130104,서울서부,1102,풋고추,242,100G,1000,1000
20130104,서울서부,1102,풋고추,242,100G,750,750
20130104,서울서부,1102,풋고추,242,100G,1250,1250
20130104,서울서부,1102,풋고추,242,100G,1000,1000
20130104,서울서부,1102,붉은고추,243,100G,1000,1000
20130104,서울서부,1102,붉은고추,243,100G,750,750
20130104,서울서부,1102,마늘,244,1KG,7000,7000
20130104,서울서부,1102,마늘,244,1KG,6000,6000
20130104,서울서부,1102,양파,245,1KG,1800,1800
20130104,서울서부,1102,양파,245,1KG,1500,1500
20130104,서울서부,1102,파,246,1KG,3000,3000
20130104,서울서부,1102,파,246,1KG,2500,2500
20130104,서울서부,1102,파,246,1KG,8000,6600
20130104,서울서부,1102,파,246,1KG,7000,6000
20130104,서울서부,1102,생강,247,1KG,6000,6000
20130104,서울서부,1102,생강,247,1KG,5500,5500
20130104,서울서부,1102,건멸치,638,100G,1500,1500
20130104,서울서부,1102,쇠고기,512,100G,3900,3900
20130104,서울서부,1102,쇠고기,512,100G,5660,5660
20130104,서울서부,1102,쇠고기,512,100G,4000,4000
20130104,서울서부,1102,쇠고기,512,100G,2330,2330
20130104,서울서부,1102,쇠고기,512,100G,1830,1830
20130104,서울서부,1102,쇠고기,512,100G,1630,1630
20130104,서울서부,1102,쇠고기,512,100G,2300,2300
20130104,서울서부,1102,쇠고기,512,100G,1500,1500
20130104,서울서부,1102,배,412,10개,30000,30000
20130104,서울서부,1102,감귤,415,10개,2500,2500
20130104,서울서부,1102,감귤,415,10개,2000,2000
20130104,서울서부,1102,단감,416,10개,10000,10000
20130104,서울서부,1102,단감,416,10개,8000,8000
20130104,서울서부,1102,바나나,418,100G,180,180
20130104,서울서부,1102,바나나,418,100G,150,150
20130104,서울서부,1102,방울토마토,422,1KG,7000,7000
20130104,서울서부,1102,방울토마토,422,1KG,6000,6000
20130104,서울서부,1102,땅콩,314,100G,1460,1460
20130104,서울서부,1102,땅콩,314,100G,560,560
20130104,서울서부,1102,느타리버섯,315,100G,800,800
20130104,서울서부,1102,느타리버섯,315,100G,700,700
20130104,서울서부,1102,팽이버섯,316,100G,330,330
20130104,서울서부,1102,팽이버섯,316,100G,230,230
20130104,서울서부,1102,사과,411,10개,30000,30000
20130104,서울서부,1102,사과,411,10개,25000,25000
20130104,서울서부,1102,배,412,10개,40000,40000
20130104,서울서부,1102,미나리,252,1KG,4000,5000
20130104,서울서부,1102,미나리,252,1KG,3500,4000
